scenario,scheduler,n,workers,split_depth,abp_capacity,chase_log_capacity,steal_attempt_budget,elapsed_seconds_median,elapsed_seconds_mean,elapsed_seconds_std,elapsed_seconds_min,elapsed_seconds_max,speedup_median,speedup_mean,speedup_std,speedup_min,speedup_max,tasks_per_second_median,tasks_per_second_mean,tasks_per_second_std,tasks_per_second_min,tasks_per_second_max,successful_steals_median,successful_steals_mean,successful_steals_std,successful_steals_min,successful_steals_max,failed_steal_attempts_median,failed_steal_attempts_mean,failed_steal_attempts_std,failed_steal_attempts_min,failed_steal_attempts_max,steal_aborts_median,steal_aborts_mean,steal_aborts_std,steal_aborts_min,steal_aborts_max,idle_seconds_median,idle_seconds_mean,idle_seconds_std,idle_seconds_min,idle_seconds_max,load_stddev_median,load_stddev_mean,load_stddev_std,load_stddev_min,load_stddev_max,load_range_median,load_range_mean,load_range_std,load_range_min,load_range_max,abp_overflows_median,abp_overflows_mean,abp_overflows_std,abp_overflows_min,abp_overflows_max,chase_lev_resizes_median,chase_lev_resizes_mean,chase_lev_resizes_std,chase_lev_resizes_min,chase_lev_resizes_max,inline_overflow_tasks_median,inline_overflow_tasks_mean,inline_overflow_tasks_std,inline_overflow_tasks_min,inline_overflow_tasks_max
scaling,chaselev,15,16,7,4096,4,0,0.535479,0.530262,0.02716781417412894,0.500864,0.554443,2.48139703,2.510269639666667,0.1305978994271457,2.396524079,2.65288781,4605428.037327,4659015.079532334,242387.34072070278,4447905.375305,4923711.825965,589.0,637.6666666666666,90.42307964968532,582,742,969.0,846.6666666666666,325.23888656391216,478,1093,14.0,13.0,2.6457513110645907,10,15,2e-06,2.6666666666666664e-06,2.081665999466133e-06,1e-06,5e-06,19652.65192,17732.956260000003,7347.41810621401,9616.249534,23929.967326,64403.0,61261.333333333336,17204.002683484254,42703,76678,0.0,0.0,0.0,0,0,33.0,33.0,0.0,33,33,0.0,0.0,0.0,0,0
scaling,global,12,1,5,4096,4,0,0.012225,0.012322,0.0004986271151872911,0.011879,0.012862,1.019631902,1.0126988456666666,0.040545467094875894,0.969133883,1.049330752,1784130.879346,1771999.5602133332,70945.62237319796,1695770.486705,1836097.314589,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
scaling,global,12,2,5,4096,4,0,0.013104,0.013518,0.0013910007189070752,0.012381,0.015069,0.951236264,0.928405252,0.09194593607714678,0.827194903,1.006784589,1664453.601954,1624504.3686156666,160885.10296239826,1447408.587166,1761650.916727,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,282.5,292.5,28.35489375751565,270.5,324.5,565.0,585.0,56.7097875150313,541,649,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
scaling,global,12,4,5,4096,4,0,0.018795,0.018372333333333334,0.0008354557638399157,0.01741,0.018912,0.6632083,0.679427155,0.031711584032527065,0.65910533,0.715967835,1160468.20963,1188847.6273443333,55488.27548633059,1153288.91709,1252785.755313,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,189.079844,198.86949833333333,130.81920722018168,73.22013,334.308521,471.0,510.3333333333333,329.7640570670693,202,858,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
scaling,global,12,8,5,4096,4,0,0.018618,0.020330666666666667,0.004785647326468316,0.016637,0.025737,0.669513374,0.6343563973333334,0.1359100046771905,0.484322182,0.749233636,1171500.698249,1109983.7451226667,237812.52389828855,847456.968567,1310993.568552,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,113.929734,133.33235366666668,67.77408614006016,77.375606,208.691721,323.0,420.0,234.09186231050407,250,687,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
scaling,global,12,16,5,4096,4,0,0.018229,0.018298666666666668,0.0016546003545670285,0.01668,0.019987,0.683800538,0.6849193573333333,0.061830983271045935,0.623655376,0.747302158,1196500.082286,1198457.7699053334,108190.57996568926,1091259.318557,1307613.908873,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,6.666666666666666e-07,1.1547005383792516e-06,0.0,2e-06,96.474232,106.31915333333332,31.871185963979524,80.531996,141.951232,377.0,433.6666666666667,117.71717518413926,355,569,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
scaling,global,13,1,6,4096,4,0,0.072515,0.07367033333333334,0.002927302057071205,0.071497,0.076999,0.492422257,0.485200694,0.018907891964541058,0.463746282,0.499433543,2156436.599324,2124811.6207063333,82802.24753782451,2030857.543604,2187140.719191,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
scaling,global,13,2,6,4096,4,0,0.080091,0.08012633333333334,0.00026179444862971094,0.079884,0.080404,0.445842854,0.4456494196666667,0.0014551193880793446,0.444107258,0.446998147,1952454.08348,1951606.9892593333,6372.32078935722,1944853.489876,1957513.394422,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,154.0,315.3333333333333,378.7153724544771,44.0,748.0,308.0,630.6666666666666,757.4307449089542,88,1496,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
scaling,global,13,4,6,4096,4,0,0.087986,0.08734366666666667,0.0012671331158695717,0.085884,0.088161,0.405837292,0.40887970133333335,0.005980847077870692,0.405031703,0.415770109,1777260.018639,1790583.466603,26191.579131840303,1773732.149136,1820758.232034,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,314.542922,353.6425673333333,235.10801037465652,140.535583,605.849197,877.0,947.3333333333334,593.6331639433004,392,1573,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
scaling,global,13,8,6,4096,4,0,0.10964,0.10948833333333334,0.0008645359063297096,0.108558,0.110267,0.325684057,0.32614878900000005,0.0025805799871098465,0.323832153,0.328930157,1426249.543962,1428284.7184783332,11300.986846151736,1418139.606591,1440465.004882,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,527.005633,517.1301823333333,21.868198566808164,492.065989,532.318925,1677.0,1634.6666666666667,73.32348418708246,1550,1677,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0
